nm,fp,fraction
708,syfp,0
709,syfp,0
710,syfp,0
711,syfp,0
712,syfp,0
713,syfp,0
714,syfp,0
715,syfp,0
716,syfp,0
717,syfp,0
718,syfp,0
719,syfp,0
720,syfp,0
260,mor,0.9716312
261,mor,0.9787234
262,mor,0.9929078
263,mor,1.014184
264,mor,1.042553
265,mor,1.070922
266,mor,1.092199
267,mor,1.113475
268,mor,1.141844
269,mor,1.170213
270,mor,1.184397
271,mor,1.198582
272,mor,1.219858
273,mor,1.248227
274,mor,1.262411
275,mor,1.283688
276,mor,1.29078
277,mor,1.297872
278,mor,1.29078
279,mor,1.283688
280,mor,1.269504
281,mor,1.248227
282,mor,1.22695
283,mor,1.212766
284,mor,1.184397
285,mor,1.134752
286,mor,1.049645
287,mor,0.9574468
288,mor,0.8723404
289,mor,0.8085107
290,mor,0.7730497
291,mor,0.7517731
292,mor,0.7092199
293,mor,0.6382979
294,mor,0.5673759
295,mor,0.5106383
296,mor,0.4539007
297,mor,0.4113475
298,mor,0.3971631
299,mor,0.3617021
300,mor,0.3333333
301,mor,0.3120568
302,mor,0.2978723
303,mor,0.2765957
304,mor,0.2624114
305,mor,0.2553192
306,mor,0.2411348
307,mor,0.2340426
308,mor,0.2340426
309,mor,0.2269504
310,mor,0.2269504
311,mor,0.2269504
312,mor,0.2269504
313,mor,0.2269504
314,mor,0.2269504
315,mor,0.2269504
316,mor,0.2340426
317,mor,0.2340426
318,mor,0.2340426
319,mor,0.2340426
320,mor,0.2340426
321,mor,0.2411348
322,mor,0.2411348
323,mor,0.2411348
324,mor,0.248227
325,mor,0.248227
326,mor,0.248227
327,mor,0.248227
328,mor,0.248227
329,mor,0.248227
330,mor,0.2340426
331,mor,0.2340426
332,mor,0.2269504
333,mor,0.2198582
334,mor,0.212766
335,mor,0.212766
336,mor,0.1985816
337,mor,0.1985816
338,mor,0.1985816
339,mor,0.1914894
340,mor,0.1843972
341,mor,0.1843972
342,mor,0.1914894
343,mor,0.1843972
344,mor,0.1843972
345,mor,0.1843972
346,mor,0.177305
347,mor,0.1843972
348,mor,0.1914894
349,mor,0.1843972
350,mor,0.1843972
351,mor,0.1843972
352,mor,0.1843972
353,mor,0.1843972
354,mor,0.1843972
355,mor,0.1843972
356,mor,0.1914894
357,mor,0.1914894
358,mor,0.1843972
359,mor,0.1985816
360,mor,0.1843972
361,mor,0.1914894
362,mor,0.1914894
363,mor,0.1914894
364,mor,0.1985816
365,mor,0.1985816
366,mor,0.1985816
367,mor,0.1985816
368,mor,0.2056738
369,mor,0.2056738
370,mor,0.2056738
371,mor,0.2056738
372,mor,0.212766
373,mor,0.212766
374,mor,0.212766
375,mor,0.212766
376,mor,0.212766
377,mor,0.2198582
378,mor,0.2198582
379,mor,0.2198582
380,mor,0.2198582
381,mor,0.2198582
382,mor,0.2269504
383,mor,0.2269504
384,mor,0.2269504
385,mor,0.2269504
386,mor,0.2269504
387,mor,0.2269504
388,mor,0.2269504
389,mor,0.2269504
390,mor,0.2269504
391,mor,0.2269504
392,mor,0.2269504
393,mor,0.2269504
394,mor,0.2269504
395,mor,0.2269504
396,mor,0.2269504
397,mor,0.2269504
398,mor,0.2269504
399,mor,0.2198582
400,mor,0.2198582
401,mor,0.2198582
402,mor,0.2198582
403,mor,0.2198582
404,mor,0.212766
405,mor,0.212766
406,mor,0.212766
407,mor,0.212766
408,mor,0.2056738
409,mor,0.2056738
410,mor,0.2056738
411,mor,0.1985816
412,mor,0.1985816
413,mor,0.1985816
414,mor,0.1914894
415,mor,0.1914894
416,mor,0.1843972
417,mor,0.1843972
418,mor,0.1843972
419,mor,0.177305
420,mor,0.177305
421,mor,0.1702128
422,mor,0.1702128
423,mor,0.1702128
424,mor,0.1702128
425,mor,0.1631206
426,mor,0.1631206
427,mor,0.1631206
428,mor,0.1631206
429,mor,0.1631206
430,mor,0.1631206
431,mor,0.1631206
432,mor,0.1631206
433,mor,0.1631206
434,mor,0.1631206
435,mor,0.1631206
436,mor,0.1631206
437,mor,0.1631206
438,mor,0.1702128
439,mor,0.1702128
440,mor,0.1702128
441,mor,0.1702128
442,mor,0.177305
443,mor,0.177305
444,mor,0.1843972
445,mor,0.1843972
446,mor,0.1843972
447,mor,0.1914894
448,mor,0.1985816
449,mor,0.1985816
450,mor,0.2056738
451,mor,0.212766
452,mor,0.2198582
453,mor,0.2198582
454,mor,0.2269504
455,mor,0.2340426
456,mor,0.2411348
457,mor,0.248227
458,mor,0.2624114
459,mor,0.2695035
460,mor,0.2765957
461,mor,0.283688
462,mor,0.2978723
463,mor,0.3049645
464,mor,0.3120568
465,mor,0.3191489
466,mor,0.3262411
467,mor,0.3404255
468,mor,0.3475177
469,mor,0.3546099
470,mor,0.3617021
471,mor,0.3687943
472,mor,0.3758865
473,mor,0.3829787
474,mor,0.3971631
475,mor,0.4042553
476,mor,0.4113475
477,mor,0.4255319
478,mor,0.4326241
479,mor,0.4468085
480,mor,0.4539007
481,mor,0.4680851
482,mor,0.4822695
483,mor,0.4964539
484,mor,0.5106383
485,mor,0.5248227
486,mor,0.5390071
487,mor,0.5531915
488,mor,0.5744681
489,mor,0.5886525
490,mor,0.6028369
491,mor,0.6241135
492,mor,0.6382979
493,mor,0.6524823
494,mor,0.6595745
495,mor,0.6737589
496,mor,0.680851
497,mor,0.6879433
498,mor,0.6950355
499,mor,0.6950355
500,mor,0.6950355
501,mor,0.6950355
502,mor,0.6950355
503,mor,0.6879433
504,mor,0.680851
505,mor,0.6737589
506,mor,0.6666667
507,mor,0.6595745
508,mor,0.6524823
509,mor,0.6453901
510,mor,0.6382979
511,mor,0.6312057
512,mor,0.6170213
513,mor,0.6099291
514,mor,0.6028369
515,mor,0.5957447
516,mor,0.5886525
517,mor,0.5815603
518,mor,0.5744681
519,mor,0.5673759
520,mor,0.5673759
521,mor,0.5673759
522,mor,0.5673759
523,mor,0.5673759
524,mor,0.5744681
525,mor,0.5815603
526,mor,0.5886525
527,mor,0.6028369
528,mor,0.6170213
529,mor,0.6312057
530,mor,0.6453901
531,mor,0.6666667
532,mor,0.6879433
533,mor,0.7092199
534,mor,0.7375886
535,mor,0.7588652
536,mor,0.7872341
537,mor,0.8156028
538,mor,0.8439716
539,mor,0.8723404
540,mor,0.9007092
541,mor,0.929078
542,mor,0.9503546
543,mor,0.9716312
544,mor,0.9858156
545,mor,0.9929078
546,mor,1
547,mor,0.9929078
548,mor,0.9787234
549,mor,0.964539
550,mor,0.9361702
551,mor,0.9007092
552,mor,0.858156
553,mor,0.8156028
554,mor,0.7659575
555,mor,0.7163121
556,mor,0.6666667
557,mor,0.6170213
558,mor,0.5602837
559,mor,0.5106383
560,mor,0.4609929
561,mor,0.4184397
562,mor,0.3758865
563,mor,0.3404255
564,mor,0.3049645
565,mor,0.2765957
566,mor,0.248227
567,mor,0.2198582
568,mor,0.1985816
569,mor,0.1843972
570,mor,0.1702128
571,mor,0.1560284
572,mor,0.141844
573,mor,0.1276596
574,mor,0.1205674
575,mor,0.1134752
576,mor,0.106383
577,mor,0.09929078
578,mor,0.09219858
579,mor,0.09219858
580,mor,0.08510638
581,mor,0.07801419
582,mor,0.07801419
583,mor,0.07801419
584,mor,0.07092199
585,mor,0.07092199
586,mor,0.07092199
587,mor,0.06382979
588,mor,0.06382979
589,mor,0.06382979
590,mor,0.06382979
591,mor,0.06382979
592,mor,0.06382979
593,mor,0.05673759
594,mor,0.05673759
595,mor,0.05673759
596,mor,0.05673759
597,mor,0.05673759
598,mor,0.05673759
599,mor,0.05673759
600,mor,0.05673759
260,msc,0.352459
261,msc,0.3565574
262,msc,0.3647541
263,msc,0.3688525
264,msc,0.3811475
265,msc,0.3934426
266,msc,0.4016393
267,msc,0.4098361
268,msc,0.4221312
269,msc,0.4303279
270,msc,0.4385246
271,msc,0.4467213
272,msc,0.454918
273,msc,0.4672131
274,msc,0.4754098
275,msc,0.4877049
276,msc,0.4918033
277,msc,0.4959016
278,msc,0.4959016
279,msc,0.4918033
280,msc,0.4877049
281,msc,0.4836066
282,msc,0.4836066
283,msc,0.4836066
284,msc,0.4713115
285,msc,0.4467213
286,msc,0.4098361
287,msc,0.3770492
288,msc,0.3483607
289,msc,0.3278689
290,msc,0.3155738
291,msc,0.2991803
292,msc,0.2704918
293,msc,0.2418033
294,msc,0.2172131
295,msc,0.1967213
296,msc,0.1762295
297,msc,0.1598361
298,msc,0.147541
299,msc,0.1229508
300,msc,0.1188525
301,msc,0.1065574
302,msc,0.09836066
303,msc,0.09426229
304,msc,0.08196721
305,msc,0.07377049
306,msc,0.06967213
307,msc,0.06147541
308,msc,0.06147541
309,msc,0.05737705
310,msc,0.05327869
311,msc,0.05327869
312,msc,0.05327869
313,msc,0.05327869
314,msc,0.05327869
315,msc,0.05327869
316,msc,0.05737705
317,msc,0.05737705
318,msc,0.06147541
319,msc,0.06147541
320,msc,0.06557377
321,msc,0.06967213
322,msc,0.06967213
323,msc,0.07377049
324,msc,0.07377049
325,msc,0.07786885
326,msc,0.08196721
327,msc,0.08606558
328,msc,0.08606558
329,msc,0.09016393
330,msc,0.09426229
331,msc,0.09426229
332,msc,0.09836066
333,msc,0.1065574
334,msc,0.1106557
335,msc,0.1147541
336,msc,0.1147541
337,msc,0.1229508
338,msc,0.1270492
339,msc,0.1270492
340,msc,0.1270492
341,msc,0.1270492
342,msc,0.1270492
343,msc,0.1188525
344,msc,0.1147541
345,msc,0.1106557
346,msc,0.1106557
347,msc,0.102459
348,msc,0.09836066
349,msc,0.09426229
350,msc,0.09016393
351,msc,0.08606558
352,msc,0.08196721
353,msc,0.08196721
354,msc,0.07786885
355,msc,0.08196721
356,msc,0.07377049
357,msc,0.06967213
358,msc,0.06967213
359,msc,0.06967213
360,msc,0.06967213
361,msc,0.06557377
362,msc,0.06557377
363,msc,0.06557377
364,msc,0.06557377
365,msc,0.06147541
366,msc,0.06147541
367,msc,0.05737705
368,msc,0.05737705
369,msc,0.05327869
370,msc,0.05327869
371,msc,0.04918033
372,msc,0.04918033
373,msc,0.04508197
374,msc,0.04508197
375,msc,0.04098361
376,msc,0.04098361
377,msc,0.03688525
378,msc,0.03688525
379,msc,0.03278688
380,msc,0.03278688
381,msc,0.03278688
382,msc,0.03278688
383,msc,0.02868853
384,msc,0.02868853
385,msc,0.02868853
386,msc,0.02459016
387,msc,0.02459016
388,msc,0.02459016
389,msc,0.0204918
390,msc,0.0204918
391,msc,0.01639344
392,msc,0.01639344
393,msc,0.01229508
394,msc,0.01229508
395,msc,0.01229508
396,msc,0.008196721
397,msc,0.008196721
398,msc,0.008196721
399,msc,0.008196721
400,msc,0.008196721
401,msc,0.008196721
402,msc,0.008196721
403,msc,0.008196721
404,msc,0.004098361
405,msc,0.004098361
406,msc,0.004098361
407,msc,0.004098361
408,msc,0.004098361
409,msc,0.004098361
410,msc,0.004098361
411,msc,0.004098361
412,msc,0.004098361
413,msc,0.004098361
414,msc,0.004098361
415,msc,0.004098361
416,msc,0.004098361
417,msc,0.004098361
418,msc,0.004098361
419,msc,0.004098361
420,msc,0.004098361
421,msc,0.004098361
422,msc,0.004098361
423,msc,0.008196721
424,msc,0.008196721
425,msc,0.008196721
426,msc,0.008196721
427,msc,0.008196721
428,msc,0.008196721
429,msc,0.008196721
430,msc,0.008196721
431,msc,0.008196721
432,msc,0.008196721
433,msc,0.008196721
434,msc,0.008196721
435,msc,0.008196721
436,msc,0.008196721
437,msc,0.008196721
438,msc,0.008196721
439,msc,0.01229508
440,msc,0.01229508
441,msc,0.01229508
442,msc,0.01229508
443,msc,0.01229508
444,msc,0.01229508
445,msc,0.01229508
446,msc,0.01639344
447,msc,0.01639344
448,msc,0.01639344
449,msc,0.01639344
450,msc,0.01639344
451,msc,0.0204918
452,msc,0.0204918
453,msc,0.0204918
454,msc,0.02459016
455,msc,0.02459016
456,msc,0.02459016
457,msc,0.02459016
458,msc,0.02868853
459,msc,0.02868853
460,msc,0.03278688
461,msc,0.03278688
462,msc,0.03278688
463,msc,0.03688525
464,msc,0.03688525
465,msc,0.04098361
466,msc,0.04098361
467,msc,0.04098361
468,msc,0.04508197
469,msc,0.04508197
470,msc,0.04918033
471,msc,0.04918033
472,msc,0.05327869
473,msc,0.05327869
474,msc,0.05737705
475,msc,0.06147541
476,msc,0.06557377
477,msc,0.06557377
478,msc,0.06967213
479,msc,0.07377049
480,msc,0.07786885
481,msc,0.08196721
482,msc,0.08606558
483,msc,0.09426229
484,msc,0.09836066
485,msc,0.102459
486,msc,0.1065574
487,msc,0.1147541
488,msc,0.1188525
489,msc,0.1229508
490,msc,0.1270492
491,msc,0.1352459
492,msc,0.1393443
493,msc,0.1434426
494,msc,0.147541
495,msc,0.1516393
496,msc,0.1557377
497,msc,0.1598361
498,msc,0.1639344
499,msc,0.1680328
500,msc,0.1721312
501,msc,0.1803279
502,msc,0.1844262
503,msc,0.1885246
504,msc,0.1926229
505,msc,0.1967213
506,msc,0.204918
507,msc,0.2131148
508,msc,0.2172131
509,msc,0.2254098
510,msc,0.2336066
511,msc,0.2459016
512,msc,0.2540984
513,msc,0.2663935
514,msc,0.2786885
515,msc,0.2909836
516,msc,0.3032787
517,msc,0.3196721
518,msc,0.3360656
519,msc,0.352459
520,msc,0.3647541
521,msc,0.3811475
522,msc,0.397541
523,msc,0.4139344
524,msc,0.4262295
525,msc,0.4385246
526,msc,0.4508197
527,msc,0.4590164
528,msc,0.4672131
529,msc,0.4754098
530,msc,0.4795082
531,msc,0.4836066
532,msc,0.4836066
533,msc,0.4877049
534,msc,0.4877049
535,msc,0.4877049
536,msc,0.4836066
537,msc,0.4836066
538,msc,0.4836066
539,msc,0.4836066
540,msc,0.4877049
541,msc,0.4877049
542,msc,0.4918033
543,msc,0.4959016
544,msc,0.5040984
545,msc,0.5122951
546,msc,0.5204918
547,msc,0.5327869
548,msc,0.545082
549,msc,0.5614754
550,msc,0.5778689
551,msc,0.5942623
552,msc,0.6147541
553,msc,0.6352459
554,msc,0.6557377
555,msc,0.6803279
556,msc,0.7090164
557,msc,0.7377049
558,msc,0.7663934
559,msc,0.795082
560,msc,0.8278689
561,msc,0.8565574
562,msc,0.8852459
563,msc,0.9139344
564,msc,0.9385246
565,msc,0.9590164
566,msc,0.9795082
567,msc,0.9918033
568,msc,1
569,msc,1
570,msc,0.9959016
571,msc,0.9836066
572,msc,0.9631147
573,msc,0.9385246
574,msc,0.9057377
575,msc,0.8688524
576,msc,0.8278689
577,msc,0.7827869
578,msc,0.7336066
579,msc,0.6844263
580,msc,0.6311476
581,msc,0.5819672
582,msc,0.5327869
583,msc,0.4836066
584,msc,0.4385246
585,msc,0.3934426
586,msc,0.352459
587,msc,0.3155738
588,msc,0.2786885
589,msc,0.25
590,msc,0.2213115
591,msc,0.1926229
592,msc,0.1721312
593,msc,0.1516393
594,msc,0.1311475
595,msc,0.1147541
596,msc,0.102459
597,msc,0.08606558
598,msc,0.07786885
599,msc,0.06557377
600,msc,0.05737705
601,msc,0.04918033
602,msc,0.04508197
603,msc,0.03688525
604,msc,0.03278688
605,msc,0.02868853
606,msc,0.02459016
607,msc,0.0204918
608,msc,0.01639344
609,msc,0.01639344
610,msc,0.01229508
611,msc,0.01229508
612,msc,0.008196721
613,msc,0.008196721
614,msc,0.008196721
615,msc,0.004098361
616,msc,0.004098361
617,msc,0.004098361
618,msc,0.004098361
619,msc,0.004098361
620,msc,0.004098361
621,msc,0.004098361
400,mca,0.054896
401,mca,0.053022
402,mca,0.051821
403,mca,0.050569
404,mca,0.048695
405,mca,0.046359
406,mca,0.043722
407,mca,0.041177
408,mca,0.039164
409,mca,0.036619
410,mca,0.034367
411,mca,0.032756
412,mca,0.030952
413,mca,0.029162
414,mca,0.028039
415,mca,0.026471
416,mca,0.025956
417,mca,0.024665
418,mca,0.023417
419,mca,0.02295
420,mca,0.022377
421,mca,0.021825
422,mca,0.021697
423,mca,0.021065
424,mca,0.021191
425,mca,0.021106
426,mca,0.020889
427,mca,0.020743
428,mca,0.021054
429,mca,0.021043
430,mca,0.021244
431,mca,0.021586
432,mca,0.021346
433,mca,0.021461
434,mca,0.021628
435,mca,0.022307
436,mca,0.022427
437,mca,0.022629
438,mca,0.022858
439,mca,0.022831
440,mca,0.023339
441,mca,0.023395
442,mca,0.023733
443,mca,0.023536
444,mca,0.024107
445,mca,0.024141
446,mca,0.024314
447,mca,0.025334
448,mca,0.02542
449,mca,0.025777
450,mca,0.025841
451,mca,0.026191
452,mca,0.026482
453,mca,0.026999
454,mca,0.026698
455,mca,0.027293
456,mca,0.027665
457,mca,0.028186
458,mca,0.028583
459,mca,0.028915
460,mca,0.029227
461,mca,0.030108
462,mca,0.030556
463,mca,0.031161
464,mca,0.031827
465,mca,0.032327
466,mca,0.032681
467,mca,0.033207
468,mca,0.034479
469,mca,0.03504
470,mca,0.035824
471,mca,0.036098
472,mca,0.036649
473,mca,0.03798
474,mca,0.038316
475,mca,0.038997
476,mca,0.040186
477,mca,0.040672
478,mca,0.042007
479,mca,0.042762
480,mca,0.04438
481,mca,0.045351
482,mca,0.046708
483,mca,0.047073
484,mca,0.049158
485,mca,0.049739
486,mca,0.050285
487,mca,0.053054
488,mca,0.05381
489,mca,0.055835
490,mca,0.057654
491,mca,0.059547
492,mca,0.061064
493,mca,0.063337
494,mca,0.065793
495,mca,0.068025
496,mca,0.069596
497,mca,0.072442
498,mca,0.07582
499,mca,0.078653
500,mca,0.081719
501,mca,0.085289
502,mca,0.088234
503,mca,0.091687
504,mca,0.095955
505,mca,0.099496
506,mca,0.103529
507,mca,0.107085
508,mca,0.111703
509,mca,0.114623
510,mca,0.119923
511,mca,0.123192
512,mca,0.12863
513,mca,0.132701
514,mca,0.135459
515,mca,0.140742
516,mca,0.146927
517,mca,0.15012
518,mca,0.153789
519,mca,0.159729
520,mca,0.163532
521,mca,0.16783
522,mca,0.174127
523,mca,0.17746
524,mca,0.184362
525,mca,0.189495
526,mca,0.195643
527,mca,0.201878
528,mca,0.206708
529,mca,0.21405
530,mca,0.221946
531,mca,0.226801
532,mca,0.233284
533,mca,0.240603
534,mca,0.251342
535,mca,0.260584
536,mca,0.270002
537,mca,0.278641
538,mca,0.287491
539,mca,0.298155
540,mca,0.310159
541,mca,0.320291
542,mca,0.331498
543,mca,0.341761
544,mca,0.355424
545,mca,0.367427
546,mca,0.378717
547,mca,0.390218
548,mca,0.403908
549,mca,0.416729
550,mca,0.423734
551,mca,0.437451
552,mca,0.444645
553,mca,0.461339
554,mca,0.469751
555,mca,0.479125
556,mca,0.486903
557,mca,0.496205
558,mca,0.504994
559,mca,0.511247
560,mca,0.516705
561,mca,0.524096
562,mca,0.527156
563,mca,0.535314
564,mca,0.537023
565,mca,0.54573
566,mca,0.54616
567,mca,0.555732
568,mca,0.560924
569,mca,0.566449
570,mca,0.571499
571,mca,0.580588
572,mca,0.588866
573,mca,0.593767
574,mca,0.60124
575,mca,0.613095
576,mca,0.622191
577,mca,0.638309
578,mca,0.643094
579,mca,0.657307
580,mca,0.669714
581,mca,0.681845
582,mca,0.70126
583,mca,0.7159
584,mca,0.730738
585,mca,0.748636
586,mca,0.762449
587,mca,0.772589
588,mca,0.79323
589,mca,0.805684
590,mca,0.82684
591,mca,0.84409
592,mca,0.863915
593,mca,0.881468
594,mca,0.895458
595,mca,0.913752
596,mca,0.927846
597,mca,0.943393
598,mca,0.958286
599,mca,0.968833
600,mca,0.979744
601,mca,0.987841
602,mca,0.987058
603,mca,0.993773
604,mca,1
605,mca,0.989454
606,mca,0.984678
607,mca,0.979233
608,mca,0.967509
609,mca,0.948098
610,mca,0.932356
611,mca,0.91772
612,mca,0.887213
613,mca,0.865598
614,mca,0.837358
615,mca,0.80811
616,mca,0.77583
617,mca,0.746384
618,mca,0.710566
619,mca,0.680295
620,mca,0.646362
621,mca,0.605575
622,mca,0.573062
623,mca,0.541886
624,mca,0.506772
625,mca,0.473
626,mca,0.446696
627,mca,0.41858
628,mca,0.388223
629,mca,0.359945
630,mca,0.329406
631,mca,0.306554
632,mca,0.284286
633,mca,0.261422
634,mca,0.242501
635,mca,0.220719
636,mca,0.200748
637,mca,0.183635
638,mca,0.171545
639,mca,0.156593
640,mca,0.14357
641,mca,0.132194
642,mca,0.118275
643,mca,0.107616
644,mca,0.098939
645,mca,0.0921
646,mca,0.084337
647,mca,0.075047
648,mca,0.068813
649,mca,0.062342
650,mca,0.055329
651,mca,0.049498
652,mca,0.045912
653,mca,0.041053
654,mca,0.036738
655,mca,0.033265
656,mca,0.029397
657,mca,0.026199
658,mca,0.023776
659,mca,0.021975
660,mca,0.019527
661,mca,0.016907
662,mca,0.016396
663,mca,0.014449
664,mca,0.012484
665,mca,0.011056
666,mca,0.010135
667,mca,0.009017
668,mca,0.00824
669,mca,0.007691
670,mca,0.00687
671,mca,0.006279
672,mca,0.005381
673,mca,0.004792
674,mca,0.004356
675,mca,0.004098
676,mca,0.003609
677,mca,0.003179
678,mca,0.002872
679,mca,0.002508
680,mca,0.002385
350,mbfp,0.111695
351,mbfp,0.120856
352,mbfp,0.130498
353,mbfp,0.140613
354,mbfp,0.151312
355,mbfp,0.162192
356,mbfp,0.172363
357,mbfp,0.18225
358,mbfp,0.194061
359,mbfp,0.208238
360,mbfp,0.221269
361,mbfp,0.230344
362,mbfp,0.238389
363,mbfp,0.250919
364,mbfp,0.269303
365,mbfp,0.290127
366,mbfp,0.31003
367,mbfp,0.329049
368,mbfp,0.349499
369,mbfp,0.372329
370,mbfp,0.395604
371,mbfp,0.417615
372,mbfp,0.439767
373,mbfp,0.464603
374,mbfp,0.49197
375,mbfp,0.517813
376,mbfp,0.537412
377,mbfp,0.551475
378,mbfp,0.567182
379,mbfp,0.590286
380,mbfp,0.618944
381,mbfp,0.647391
382,mbfp,0.671777
383,mbfp,0.691882
384,mbfp,0.710377
385,mbfp,0.729636
386,mbfp,0.749093
387,mbfp,0.768332
388,mbfp,0.790205
389,mbfp,0.816122
390,mbfp,0.841138
391,mbfp,0.859766
392,mbfp,0.873868
393,mbfp,0.88839
394,mbfp,0.904336
395,mbfp,0.921816
396,mbfp,0.942159
397,mbfp,0.96293
398,mbfp,0.978633
399,mbfp,0.987771
400,mbfp,0.993701
401,mbfp,0.99863
402,mbfp,1
403,mbfp,0.993318
404,mbfp,0.977909
405,mbfp,0.958802
406,mbfp,0.941599
407,mbfp,0.926572
408,mbfp,0.909425
409,mbfp,0.88677
410,mbfp,0.859612
411,mbfp,0.83152
412,mbfp,0.80429
413,mbfp,0.77706
414,mbfp,0.748958
415,mbfp,0.720285
416,mbfp,0.691271
417,mbfp,0.661268
418,mbfp,0.629607
419,mbfp,0.596362
420,mbfp,0.562314
421,mbfp,0.529089
422,mbfp,0.497716
423,mbfp,0.466859
424,mbfp,0.435081
425,mbfp,0.403681
426,mbfp,0.374954
427,mbfp,0.349227
428,mbfp,0.324937
429,mbfp,0.30073
430,mbfp,0.27674
431,mbfp,0.253903
432,mbfp,0.232572
433,mbfp,0.212407
434,mbfp,0.193113
435,mbfp,0.174785
436,mbfp,0.157848
437,mbfp,0.142513
438,mbfp,0.128301
439,mbfp,0.114547
440,mbfp,0.101206
441,mbfp,0.0888734
442,mbfp,0.0780944
443,mbfp,0.0687888
444,mbfp,0.0604344
445,mbfp,0.0526567
446,mbfp,0.0454888
447,mbfp,0.0391539
448,mbfp,0.0338756
449,mbfp,0.0301243
450,mbfp,0.0287197
641,mca,0.132194
642,mca,0.118275
643,mca,0.107616
644,mca,0.098939
645,mca,0.0921
646,mca,0.084337
647,mca,0.075047
648,mca,0.068813
649,mca,0.062342
650,mca,0.055329
651,mca,0.049498
652,mca,0.045912
653,mca,0.041053
654,mca,0.036738
655,mca,0.033265
656,mca,0.029397
657,mca,0.026199
658,mca,0.023776
659,mca,0.021975
660,mca,0.019527
661,mca,0.016907
662,mca,0.016396
663,mca,0.014449
664,mca,0.012484
665,mca,0.011056
666,mca,0.010135
667,mca,0.009017
668,mca,0.00824
669,mca,0.007691
670,mca,0.00687
671,mca,0.006279
672,mca,0.005381
673,mca,0.004792
674,mca,0.004356
675,mca,0.004098
676,mca,0.003609
677,mca,0.003179
678,mca,0.002872
679,mca,0.002508
680,mca,0.002385
