nm,fp,fraction
793.96,msc,0.01001798
794.47,msc,0.01308258
794.98,msc,0.01181401
795.48,msc,0.01728964
795.99,msc,0.01594989
796.5,msc,0.0140222
797,msc,0.01212811
797.51,msc,0.008685229
798.02,msc,0.008658415
798.52,msc,0.01094966
799.03,msc,0.005737305
799.54,msc,0.006811293
800.05,msc,0.007102457
560,mca,0.00551
561,mca,0.00572
562,mca,0.00597
563,mca,0.00626
564,mca,0.00728
565,mca,0.00843
566,mca,0.00942
567,mca,0.00847
568,mca,0.01088
569,mca,0.0112
570,mca,0.01014
571,mca,0.01302
572,mca,0.01446
573,mca,0.01571
574,mca,0.01767
575,mca,0.01962
576,mca,0.02116
577,mca,0.02316
578,mca,0.02604
579,mca,0.02863
580,mca,0.03171
581,mca,0.03594
582,mca,0.04123
583,mca,0.04528
584,mca,0.05085
585,mca,0.05815
586,mca,0.06339
587,mca,0.0711
588,mca,0.08092
589,mca,0.08773
590,mca,0.09657
591,mca,0.10578
592,mca,0.11326
593,mca,0.12281
594,mca,0.13161
595,mca,0.14128
596,mca,0.15116
597,mca,0.15999
598,mca,0.17076
599,mca,0.18154
600,mca,0.19117
601,mca,0.20207
602,mca,0.21369
603,mca,0.22266
604,mca,0.23145
605,mca,0.24023
606,mca,0.24975
607,mca,0.25957
608,mca,0.26879
609,mca,0.27831
610,mca,0.28783
611,mca,0.29734
612,mca,0.30686
613,mca,0.32038
614,mca,0.3329
615,mca,0.3442
616,mca,0.36137
617,mca,0.38027
618,mca,0.39492
619,mca,0.41356
620,mca,0.43459
621,mca,0.45588
622,mca,0.47731
623,mca,0.49833
624,mca,0.51917
625,mca,0.54012
626,mca,0.56101
627,mca,0.58223
628,mca,0.6047
629,mca,0.62743
630,mca,0.64636
631,mca,0.66716
632,mca,0.68641
633,mca,0.70643
634,mca,0.72822
635,mca,0.74911
636,mca,0.77001
637,mca,0.79091
638,mca,0.81187
639,mca,0.83271
640,mca,0.85361
641,mca,0.86654
642,mca,0.87948
643,mca,0.89242
644,mca,0.90513
645,mca,0.91982
646,mca,0.93447
647,mca,0.94477
648,mca,0.95501
649,mca,0.96591
650,mca,0.97112
651,mca,0.97816
652,mca,0.98209
653,mca,0.98594
654,mca,0.98937
655,mca,0.99168
656,mca,0.99617
657,mca,0.9986
658,mca,0.99908
659,mca,1
660,mca,0.99877
661,mca,0.99796
662,mca,0.99763
663,mca,0.99646
664,mca,0.99205
665,mca,0.98695
666,mca,0.98139
667,mca,0.97645
668,mca,0.9728
669,mca,0.96879
670,mca,0.96191
671,mca,0.955
672,mca,0.95023
673,mca,0.94589
674,mca,0.93495
675,mca,0.92666
676,mca,0.91766
677,mca,0.91012
678,mca,0.90077
679,mca,0.89029
680,mca,0.87856
681,mca,0.87002
682,mca,0.86157
683,mca,0.85179
684,mca,0.84517
685,mca,0.83261
686,mca,0.82125
687,mca,0.81153
688,mca,0.80107
689,mca,0.79045
690,mca,0.77988
691,mca,0.76833
692,mca,0.76086
693,mca,0.74719
694,mca,0.73427
695,mca,0.72091
696,mca,0.71065
697,mca,0.69561
698,mca,0.68619
699,mca,0.67534
700,mca,0.66185
701,mca,0.64948
702,mca,0.63589
703,mca,0.62232
704,mca,0.6101
705,mca,0.59745
706,mca,0.58208
707,mca,0.56865
708,mca,0.55751
709,mca,0.54557
710,mca,0.53333
711,mca,0.52171
712,mca,0.51101
713,mca,0.50025
714,mca,0.49124
715,mca,0.48282
716,mca,0.4749
717,mca,0.46705
718,mca,0.45837
719,mca,0.45346
720,mca,0.44605
721,mca,0.43842
722,mca,0.43091
723,mca,0.42462
724,mca,0.42104
725,mca,0.41396
726,mca,0.40786
727,mca,0.4023
728,mca,0.3972
729,mca,0.38921
730,mca,0.38324
731,mca,0.37787
732,mca,0.37373
733,mca,0.36744
734,mca,0.36214
735,mca,0.35534
736,mca,0.34971
737,mca,0.34393
738,mca,0.33783
739,mca,0.33273
740,mca,0.32816
741,mca,0.32164
742,mca,0.31676
743,mca,0.31055
744,mca,0.30507
745,mca,0.29988
746,mca,0.29427
747,mca,0.28863
748,mca,0.2825
749,mca,0.27743
750,mca,0.27184
751,mca,0.26494
752,mca,0.25898
753,mca,0.25306
754,mca,0.24755
755,mca,0.24178
756,mca,0.23654
757,mca,0.23182
758,mca,0.2274
759,mca,0.22343
760,mca,0.21782
761,mca,0.21159
762,mca,0.20675
763,mca,0.20116
764,mca,0.19651
765,mca,0.19254
766,mca,0.18852
767,mca,0.18429
768,mca,0.18052
769,mca,0.17651
770,mca,0.17191
771,mca,0.16837
772,mca,0.16472
773,mca,0.16138
774,mca,0.15705
775,mca,0.15366
776,mca,0.14952
777,mca,0.14692
778,mca,0.14276
779,mca,0.139
780,mca,0.13633
781,mca,0.13204
782,mca,0.12971
783,mca,0.12643
784,mca,0.12293
785,mca,0.11907
786,mca,0.1166
787,mca,0.11378
788,mca,0.11104
789,mca,0.10749
790,mca,0.10507
791,mca,0.10183
792,mca,0.09905
793,mca,0.09648
794,mca,0.09405
795,mca,0.09151
796,mca,0.08963
797,mca,0.08679
798,mca,0.08497
799,mca,0.08202
800,mca,0.08054
408,mbfp,0.00453885
409,mbfp,0.00477116
410,mbfp,0.00539071
411,mbfp,0.00626005
412,mbfp,0.00731739
413,mbfp,0.00859362
414,mbfp,0.0101463
415,mbfp,0.011999
416,mbfp,0.0141655
417,mbfp,0.0167245
418,mbfp,0.0198201
419,mbfp,0.023584
420,mbfp,0.0280483
421,mbfp,0.0332033
422,mbfp,0.0392009
423,mbfp,0.0463372
424,mbfp,0.0547718
425,mbfp,0.0644639
426,mbfp,0.0754258
427,mbfp,0.0879316
428,mbfp,0.102364
429,mbfp,0.118848
430,mbfp,0.137253
431,mbfp,0.157622
432,mbfp,0.180411
433,mbfp,0.206235
434,mbfp,0.235354
435,mbfp,0.267492
436,mbfp,0.302155
437,mbfp,0.339115
438,mbfp,0.378716
439,mbfp,0.421371
440,mbfp,0.466251
441,mbfp,0.511416
442,mbfp,0.555903
443,mbfp,0.600486
444,mbfp,0.646188
445,mbfp,0.692747
446,mbfp,0.738635
447,mbfp,0.782445
448,mbfp,0.823521
449,mbfp,0.861406
450,mbfp,0.895574
451,mbfp,0.925353
452,mbfp,0.950145
453,mbfp,0.969938
454,mbfp,0.985013
455,mbfp,0.995203
456,mbfp,1
457,mbfp,0.999448
458,mbfp,0.994496
459,mbfp,0.986264
460,mbfp,0.97535
461,mbfp,0.962123
462,mbfp,0.947177
463,mbfp,0.931163
464,mbfp,0.91455
465,mbfp,0.897769
466,mbfp,0.881217
467,mbfp,0.864926
468,mbfp,0.84879
469,mbfp,0.833256
470,mbfp,0.819014
471,mbfp,0.805868
472,mbfp,0.792839
473,mbfp,0.779433
474,mbfp,0.76588
475,mbfp,0.752446
476,mbfp,0.739238
477,mbfp,0.726192
478,mbfp,0.712933
479,mbfp,0.699075
480,mbfp,0.684736
481,mbfp,0.670401
482,mbfp,0.656283
483,mbfp,0.642214
484,mbfp,0.627905
485,mbfp,0.612915
486,mbfp,0.596895
487,mbfp,0.580118
488,mbfp,0.563209
489,mbfp,0.546362
490,mbfp,0.529324
491,mbfp,0.512027
492,mbfp,0.494697
493,mbfp,0.477595
494,mbfp,0.461014
495,mbfp,0.44516
496,mbfp,0.429934
497,mbfp,0.415108
498,mbfp,0.400591
499,mbfp,0.386351
500,mbfp,0.372413
501,mbfp,0.359016
502,mbfp,0.346297
503,mbfp,0.333962
504,mbfp,0.321745
505,mbfp,0.309808
506,mbfp,0.298405
507,mbfp,0.287638
508,mbfp,0.277517
509,mbfp,0.267875
510,mbfp,0.25852
511,mbfp,0.249492
512,mbfp,0.240822
513,mbfp,0.232357
514,mbfp,0.224092
515,mbfp,0.216193
516,mbfp,0.208677
517,mbfp,0.201426
518,mbfp,0.194357
519,mbfp,0.187413
520,mbfp,0.180576
521,mbfp,0.173914
522,mbfp,0.167517
523,mbfp,0.161432
524,mbfp,0.155657
525,mbfp,0.150136
526,mbfp,0.144801
527,mbfp,0.139591
528,mbfp,0.134416
529,mbfp,0.129207
530,mbfp,0.124064
531,mbfp,0.119202
532,mbfp,0.114656
533,mbfp,0.110231
534,mbfp,0.105796
535,mbfp,0.10144
536,mbfp,0.0972945
537,mbfp,0.0934059
538,mbfp,0.0897695
539,mbfp,0.0862976
540,mbfp,0.082832
541,mbfp,0.0793722
542,mbfp,0.0760965
543,mbfp,0.0730756
544,mbfp,0.0701973
545,mbfp,0.0673729
546,mbfp,0.0646247
547,mbfp,0.0619965
548,mbfp,0.0595051
549,mbfp,0.0571616
550,mbfp,0.0549621
551,mbfp,0.0528821
552,mbfp,0.0509017
553,mbfp,0.0489899
554,mbfp,0.0471148
555,mbfp,0.0452979
556,mbfp,0.0435706
557,mbfp,0.0419184
558,mbfp,0.0403286
559,mbfp,0.0387977
560,mbfp,0.0373032
561,mbfp,0.035847
562,mbfp,0.0344609
563,mbfp,0.033143
564,mbfp,0.031871
565,mbfp,0.0306495
566,mbfp,0.0294793
567,mbfp,0.0283368
568,mbfp,0.0272135
569,mbfp,0.026122
570,mbfp,0.0250781
571,mbfp,0.0240964
572,mbfp,0.0231698
573,mbfp,0.0222657
574,mbfp,0.021369
575,mbfp,0.0205087
576,mbfp,0.019722
577,mbfp,0.0190045
578,mbfp,0.0183117
579,mbfp,0.0175993
580,mbfp,0.0168653
581,mbfp,0.0161597
582,mbfp,0.015527
583,mbfp,0.0149483
584,mbfp,0.0143789
585,mbfp,0.0138182
586,mbfp,0.0132931
587,mbfp,0.012801
588,mbfp,0.0123121
589,mbfp,0.0118173
590,mbfp,0.0113434
591,mbfp,0.0109201
592,mbfp,0.0105367
593,mbfp,0.0101468
594,mbfp,0.00973177
595,mbfp,0.00932768
596,mbfp,0.00897089
597,mbfp,0.00865216
598,mbfp,0.00834378
599,mbfp,0.00803659
600,mbfp,0.00773211
601,mbfp,0.00742929
602,mbfp,0.00713354
603,mbfp,0.00685585
604,mbfp,0.00659966
605,mbfp,0.00636158
606,mbfp,0.00613802
607,mbfp,0.00592699
608,mbfp,0.00572578
609,mbfp,0.00552509
610,mbfp,0.00531772
611,mbfp,0.005114
612,mbfp,0.00492823
613,mbfp,0.00475333
614,mbfp,0.00456996
615,mbfp,0.00438207
616,mbfp,0.00421807
617,mbfp,0.00408642
618,mbfp,0.00396253
619,mbfp,0.00382621
620,mbfp,0.00367712
621,mbfp,0.00352254
622,mbfp,0.00337567
623,mbfp,0.00324771
624,mbfp,0.00313299
625,mbfp,0.00301967
626,mbfp,0.00290619
627,mbfp,0.00279732
628,mbfp,0.00269874
629,mbfp,0.00261261
630,mbfp,0.00252935
631,mbfp,0.00243781
632,mbfp,0.00234113
633,mbfp,0.00224901
634,mbfp,0.00216633
635,mbfp,0.0020941
636,mbfp,0.00202915
637,mbfp,0.00196451
638,mbfp,0.00189499
639,mbfp,0.00182175
640,mbfp,0.00175173
641,mbfp,0.0016921
642,mbfp,0.00164471
643,mbfp,0.00160253
644,mbfp,0.00155422
645,mbfp,0.0014998
646,mbfp,0.00145084
647,mbfp,0.00140953
648,mbfp,0.00136974
649,mbfp,0.00133687
650,mbfp,0.00132403
