species,area,mean fl,exp time,fl/exp,milifl/exp
pc_tn7,1.278,83.439,100,0.83439,834.39
pc_tn7,1.22,39.845,100,0.39845,398.45
pc_tn7,0.948,91.148,100,0.91148,911.48
pc_tn7,1.377,48.389,100,0.48389,483.89
pc_tn7,0.759,77.967,100,0.77967,779.67
pc_tn7,1.278,128.523,100,1.28523,1285.23
pc_tn7,0.775,130.947,100,1.30947,1309.47
pc_tn7,0.899,60.651,100,0.60651,606.51
pc_tn7,1.097,88.571,100,0.88571,885.71
pc_tn7,0.874,66.113,100,0.66113,661.13
pc_tn7,0.874,107.491,100,1.07491,1074.91
pc_tn7,0.899,99.78,100,0.9978,997.8
pc_tn7,1.072,84.215,100,0.84215,842.15
pc_tn7,1.138,61.37,100,0.6137,613.7
pc_tn7,0.882,75.832,100,0.75832,758.32
pc_tn7,1.311,69.516,100,0.69516,695.16
pc_tn7,0.874,73.028,100,0.73028,730.28
pc_tn7,0.791,90.74,100,0.9074,907.4
pc_tn7,0.759,47.217,100,0.47217,472.17
pc_tn7,0.651,63.468,100,0.63468,634.68
pc_tn7,0.734,81.854,100,0.81854,818.54
pc_tn7,1.319,71.825,100,0.71825,718.25
pc_tn7,0.857,60.452,100,0.60452,604.52
pc_tn7,1.657,175.701,100,1.75701,1757.01
pc_tn7,1.146,129,100,1.29,1290
pc_tn7,0.915,42.324,100,0.42324,423.24
pc_tn7,0.783,45.589,100,0.45589,455.89
pc_tn7,0.791,81.438,100,0.81438,814.38
pc_tn7,1.327,147.398,100,1.47398,1473.98
pc_tn7,1.36,57.103,100,0.57103,571.03
pc_tn7,0.841,109.029,100,1.09029,1090.29
pc_tn7,0.734,46.348,100,0.46348,463.48
pc_tn7,0.684,115.988,100,1.15988,1159.88
pc_tn7,0.874,76.047,100,0.76047,760.47
pc_tn7,0.651,97.253,100,0.97253,972.53
pc_tn7,0.61,70.851,100,0.70851,708.51
pc_tn7,1.311,94.899,100,0.94899,948.99
pc_tn7,0.915,65.658,100,0.65658,656.58
pc_tn7,0.709,40.767,100,0.40767,407.67
pc_tn7,0.709,67.628,100,0.67628,676.28
pc_tn7,0.742,45.511,100,0.45511,455.11
pc_tn7,0.701,125.165,100,1.25165,1251.65
pc_tn7,1.072,29.477,100,0.29477,294.77
pc_tn7,1.039,99.659,100,0.99659,996.59
pc_tn7,1.097,65.977,100,0.65977,659.77
pc_tn7,0.981,48.975,100,0.48975,489.75
pc_tn7,1.047,40.795,100,0.40795,407.95
pc_tn7,0.734,85.944,100,0.85944,859.44
pc_tn7,0.833,34.564,100,0.34564,345.64
pc_tn7,1.13,64.27,100,0.6427,642.7
pc_tn7,0.75,39.813,100,0.39813,398.13
pc_tn7,0.734,53,100,0.53,530
pss_pMRE,1.764,92.883,50,1.85766,1857.66
pss_pMRE,1.69,120.546,50,2.41092,2410.92
pss_pMRE,1.599,82.613,50,1.65226,1652.26
pss_pMRE,1.525,91.892,50,1.83784,1837.84
pss_pMRE,1.591,154.539,50,3.09078,3090.78
pss_pMRE,2.177,99.159,50,1.98318,1983.18
pss_pMRE,0.998,141.289,50,2.82578,2825.78
pss_pMRE,1.237,156.52,50,3.1304,3130.4
pss_pMRE,1.682,97.892,50,1.95784,1957.84
pss_pMRE,1.064,121.039,50,2.42078,2420.78
pss_pMRE,1.847,108.576,50,2.17152,2171.52
pss_pMRE,1.715,90.553,50,1.81106,1811.06
pss_pMRE,2.333,141.919,50,2.83838,2838.38
pss_pMRE,1.261,44.902,50,0.89804,898.04
pss_pMRE,1.69,42.312,50,0.84624,846.24
pss_pMRE,2.638,92.416,50,1.84832,1848.32
pss_pMRE,1.558,111.868,50,2.23736,2237.36
pss_pMRE,1.905,59.065,50,1.1813,1181.3
pss_pMRE,2.589,113.427,50,2.26854,2268.54
pss_pMRE,2.028,112.203,50,2.24406,2244.06
pss_pMRE,1.649,78.185,50,1.5637,1563.7
pss_pMRE,2.21,108.056,50,2.16112,2161.12
pss_pMRE,2.663,140.78,50,2.8156,2815.6
pss_pMRE,1.863,123.425,50,2.4685,2468.5
pss_pMRE,1.608,76.159,50,1.52318,1523.18
pss_pMRE,2.358,139.462,50,2.78924,2789.24
pss_pMRE,1.27,60.325,50,1.2065,1206.5
pss_pMRE,3.158,147.953,50,2.95906,2959.06
pss_pMRE,2.325,145.663,50,2.91326,2913.26
pss_pMRE,1.055,1.219,50,0.02438,24.38
pss_pMRE,3.042,92.051,50,1.84102,1841.02
pss_pMRE,2.366,99.714,50,1.99428,1994.28
pss_pMRE,1.954,133.401,50,2.66802,2668.02
pss_pMRE,1.995,103.248,50,2.06496,2064.96
pss_pMRE,3.265,130.109,50,2.60218,2602.18
pss_pMRE,2.201,130.142,50,2.60284,2602.84
pss_pMRE,1.905,72.615,50,1.4523,1452.3
pss_pMRE,2.292,180.68,50,3.6136,3613.6
pss_pMRE,1.476,119.799,50,2.39598,2395.98
pss_pMRE,1.22,110.23,50,2.2046,2204.6
pss_pMRE,1.698,127.714,50,2.55428,2554.28
pss_pMRE,2.094,215.406,50,4.30812,4308.12
pss_pMRE,1.55,216.181,50,4.32362,4323.62
pss_pMRE,1.962,143.571,50,2.87142,2871.42
pss_pMRE,1.756,153.981,50,3.07962,3079.62
pss_pMRE,2.259,141.909,50,2.83818,2838.18
pss_pMRE,1.682,190.681,50,3.81362,3813.62
pss_pMRE,1.806,123.562,50,2.47124,2471.24
pss_pMRE,1.154,86.45,50,1.729,1729
pss_pMRE,1.937,146.962,50,2.93924,2939.24
pss_pMRE,1.583,125.745,50,2.5149,2514.9
pss_pMRE,2.094,187.693,50,3.75386,3753.86
pss_pMRE,1.954,81.827,50,1.63654,1636.54
pss_pMRE,1.946,216.64,50,4.3328,4332.8
pss_pMRE,2.531,202.036,50,4.04072,4040.72
pss_pMRE,1.665,1.188,50,0.02376,23.76
pss_pMRE,1.162,115.17,50,2.3034,2303.4
pss_pMRE,1.616,84.015,50,1.6803,1680.3
pss_pMRE,1.459,117.379,50,2.34758,2347.58
pss_pMRE,1.632,78.247,50,1.56494,1564.94
pss_pMRE,1.88,115.956,50,2.31912,2319.12
pss_pMRE,1.558,73.698,50,1.47396,1473.96
pss_pMRE,2.77,139.074,50,2.78148,2781.48
pss_tn5,1.097,186.632,50,3.73264,3732.64
pss_tn5,1.278,125.877,50,2.51754,2517.54
pss_tn5,1.327,124.857,50,2.49714,2497.14
pss_tn5,1.36,111.073,50,2.22146,2221.46
pss_tn5,1.451,137.278,50,2.74556,2745.56
pss_tn5,1.624,48.041,50,0.96082,960.82
pss_tn5,1.327,52.472,50,1.04944,1049.44
pss_tn5,1.237,2.633,50,0.05266,52.66
pss_tn5,1.459,105.158,50,2.10316,2103.16
pss_tn5,1.393,4.272,50,0.08544,85.44
pss_tn5,1.863,106.407,50,2.12814,2128.14
pss_tn5,1.385,25.774,20,1.2887,1288.7
pss_tn5,1.377,79.545,20,3.97725,3977.25
pss_tn5,1.806,83.685,20,4.18425,4184.25
pss_tn5,1.146,92.964,20,4.6482,4648.2
pss_tn5,1.146,46.158,20,2.3079,2307.9
pss_tn5,1.179,40.629,20,2.03145,2031.45
pss_tn5,1.047,53.677,20,2.68385,2683.85
pss_tn5,1.682,35.368,20,1.7684,1768.4
pss_tn5,0.816,3.899,20,0.19495,194.95
pss_tn5,1.212,66.327,20,3.31635,3316.35
sm_pMRE,1.097,170.744,50,3.41488,3414.88
sm_pMRE,0.849,105.777,50,2.11554,2115.54
sm_pMRE,0.981,106.109,50,2.12218,2122.18
sm_pMRE,1.039,102.31,50,2.0462,2046.2
sm_pMRE,1.072,72.438,50,1.44876,1448.76
sm_pMRE,1.764,83.234,50,1.66468,1664.68
sm_pMRE,1.674,73.611,50,1.47222,1472.22
sm_pMRE,0.89,103.083,50,2.06166,2061.66
sm_pMRE,1.237,58.4,50,1.168,1168
sm_pMRE,1.402,82.576,50,1.65152,1651.52
sm_pMRE,1.476,97.363,50,1.94726,1947.26
sm_pMRE,0.66,35.987,50,0.71974,719.74
sm_pMRE,1.336,56.562,50,1.13124,1131.24
sm_pMRE,1.072,52.792,50,1.05584,1055.84
sm_pMRE,1.369,64.151,50,1.28302,1283.02
sm_pMRE,1.204,70.884,50,1.41768,1417.68
sm_pMRE,1.385,111.744,50,2.23488,2234.88
sm_pMRE,1.723,36.584,50,0.73168,731.68
sm_pMRE,1.534,29.113,50,0.58226,582.26
sm_pMRE,1.097,70.451,50,1.40902,1409.02
sm_pMRE,1.41,61.292,50,1.22584,1225.84
sm_pMRE,1.715,39.577,50,0.79154,791.54
sm_pMRE,1.13,69.35,50,1.387,1387
sm_pMRE,1.905,72.991,50,1.45982,1459.82
sm_pMRE,1.946,25.801,50,0.51602,516.02
sm_pMRE,1.591,51.648,50,1.03296,1032.96
sm_pMRE,1.641,114.387,50,2.28774,2287.74
sm_pMRE,1.575,93.361,50,1.86722,1867.22
sm_pMRE,1.352,56.488,50,1.12976,1129.76
sm_pMRE,0.767,77.269,50,1.54538,1545.38
sm_pMRE,1.228,40.711,50,0.81422,814.22
sm_pMRE,1.245,73.272,50,1.46544,1465.44
sm_pMRE,1.064,82.535,50,1.6507,1650.7
sm_pMRE,1.773,51.656,50,1.03312,1033.12
sm_pMRE,1.41,87.351,50,1.74702,1747.02
sm_pMRE,1.311,66.874,50,1.33748,1337.48
sm_pMRE,1.006,81.549,50,1.63098,1630.98
sm_pMRE,1.723,52.871,50,1.05742,1057.42
sm_pMRE,1.525,90.989,50,1.81978,1819.78
sm_pMRE,1.204,52.733,50,1.05466,1054.66
sm_pMRE,0.618,51.253,50,1.02506,1025.06
sm_pMRE,0.528,75.359,50,1.50718,1507.18
sm_pMRE,1.97,71.347,50,1.42694,1426.94
sm_pMRE,0.948,62.417,50,1.24834,1248.34
sm_pMRE,1.088,74.386,50,1.48772,1487.72
sm_pMRE,1.385,51.125,50,1.0225,1022.5
sm_pMRE,1.344,111.951,50,2.23902,2239.02
sm_pMRE,0.981,40.513,50,0.81026,810.26
sm_pMRE,0.734,34.607,50,0.69214,692.14
sm_pMRE,1.492,1.006,50,0.02012,20.12
sm_pMRE,1.624,78.157,50,1.56314,1563.14
sm_pMRE,0.948,18.165,50,0.3633,363.3
sm_pMRE,1.558,117.011,50,2.34022,2340.22
sm_pMRE,1.36,72.43,50,1.4486,1448.6
sm_pMRE,1.707,127.686,50,2.55372,2553.72
sm_pMRE,1.228,131.859,50,2.63718,2637.18
sm_pMRE,1.097,105.271,50,2.10542,2105.42
sm_pMRE,1.204,81.274,50,1.62548,1625.48
sm_pMRE,1.937,98.626,50,1.97252,1972.52
sm_pMRE,1.632,58.727,50,1.17454,1174.54
sm_pMRE,1.146,75.863,50,1.51726,1517.26
sm_pMRE,1.575,131.272,50,2.62544,2625.44
sm_pMRE,1.36,94.782,50,1.89564,1895.64
sm_pMRE,1.905,38.753,50,0.77506,775.06
sm_pMRE,1.525,39.816,50,0.79632,796.32
sm_pMRE,1.055,92.031,50,1.84062,1840.62
sm_pMRE,1.286,63.25,50,1.265,1265
sm_tn5,1.105,59.097,200,0.295485,295.485
sm_tn5,1.756,104.531,200,0.522655,522.655
sm_tn5,1.36,97.115,200,0.485575,485.575
sm_tn5,1.921,153.146,200,0.76573,765.73
sm_tn5,2.012,139.131,200,0.695655,695.655
sm_tn5,1.006,64.877,200,0.324385,324.385
sm_tn5,1.674,55.143,200,0.275715,275.715
sm_tn5,2.053,124.578,200,0.62289,622.89
sm_tn5,1.014,95.496,200,0.47748,477.48
sm_tn5,1.162,84.362,200,0.42181,421.81
sm_tn5,1.237,107.347,200,0.536735,536.735
sm_tn5,1.039,69.968,200,0.34984,349.84
sm_tn5,1.253,106.441,200,0.532205,532.205
sm_tn5,0.742,1.144,200,0.00572,5.72
sm_tn5,2.045,84.77,200,0.42385,423.85
sm_tn5,0.734,81.292,200,0.40646,406.46
sm_tn5,1.146,64.957,200,0.324785,324.785
sm_tn5,1.006,121.451,200,0.607255,607.255
sm_tn5,0.956,42.086,200,0.21043,210.43
sm_tn5,1.715,100.332,200,0.50166,501.66
sm_tn5,2.35,46.123,200,0.230615,230.615
sm_tn5,1.501,85.28,200,0.4264,426.4
sm_tn5,2.036,45.425,200,0.227125,227.125
sm_tn5,1.303,2.576,200,0.01288,12.88
sm_tn5,1.064,96.233,200,0.481165,481.165
sm_tn5,1.583,36.177,200,0.180885,180.885
sm_tn5,1.055,32.945,200,0.164725,164.725
sm_tn5,0.94,34.982,200,0.17491,174.91
sm_tn5,1.154,74.6,200,0.373,373
sm_tn5,1.088,45.803,200,0.229015,229.015
sm_tn5,1.162,45.596,200,0.22798,227.98
sm_tn5,1.047,79.457,200,0.397285,397.285
sm_tn5,1.426,50.832,200,0.25416,254.16
sm_tn5,1.286,95.891,200,0.479455,479.455
sm_tn5,2.556,82.077,200,0.410385,410.385
sm_tn5,1.484,85.833,200,0.429165,429.165
sm_tn5,1.327,65.615,200,0.328075,328.075
sm_tn5,2.003,31.979,200,0.159895,159.895
sm_tn5,1.583,36.932,200,0.18466,184.66
sm_tn5,1.245,46.113,200,0.230565,230.565
sm_tn5,2.515,56.944,200,0.28472,284.72
sm_tn5,2.581,34.505,200,0.172525,172.525
sm_tn5,1.764,110.799,200,0.553995,553.995
sm_tn5,0.759,45.783,200,0.228915,228.915
sm_tn5,1.146,45.065,200,0.225325,225.325
sm_tn5,1.352,54.305,200,0.271525,271.525
sm_tn5,1.393,47.621,200,0.238105,238.105
sm_tn5,1.336,46.556,200,0.23278,232.78
sm_tn5,2.185,83.879,200,0.419395,419.395
sm_tn5,2.391,61.821,200,0.309105,309.105
sm_tn5,1.781,77.028,200,0.38514,385.14
sm_tn5,1.723,137.818,200,0.68909,689.09
sm_tn5,1.542,56.92,200,0.2846,284.6
sm_tn5,1.072,111.985,200,0.559925,559.925
sm_tn5,2.424,29.35,200,0.14675,146.75
sm_tn5,1.08,83.603,200,0.418015,418.015
sm_tn5,2.35,49.049,200,0.245245,245.245
sm_tn5,1.715,75.13,200,0.37565,375.65
sm_tn5,1.344,39.258,200,0.19629,196.29
sm_tn5,1.36,54.624,200,0.27312,273.12
sm_tn5,2.803,77.009,200,0.385045,385.045
sm_tn7,1.286,110.59,200,0.55295,552.95
sm_tn7,1.278,102.194,200,0.51097,510.97
sm_tn7,1.698,57.66,200,0.2883,288.3
sm_tn7,0.94,77.526,200,0.38763,387.63
sm_tn7,2.218,100.457,200,0.502285,502.285
sm_tn7,1.072,79.231,200,0.396155,396.155
sm_tn7,1.187,82.194,200,0.41097,410.97
sm_tn7,1.385,118.345,200,0.591725,591.725
sm_tn7,0.61,1.824,200,0.00912,9.12
sm_tn7,0.824,46.92,200,0.2346,234.6
sm_tn7,1.162,108.667,200,0.543335,543.335
sm_tn7,0.684,80.181,200,0.400905,400.905
sm_tn7,0.89,106.907,200,0.534535,534.535
sm_tn7,1.459,59.26,200,0.2963,296.3
sm_tn7,0.915,93.901,200,0.469505,469.505
sm_tn7,1.327,43.733,200,0.218665,218.665
sm_tn7,0.544,2.788,200,0.01394,13.94
sm_tn7,1.105,51.463,200,0.257315,257.315
sm_tn7,0.726,64.682,200,0.32341,323.41
sm_tn7,1.13,77.343,200,0.386715,386.715
sm_tn7,0.973,81.288,100,0.81288,812.88
sm_tn7,1.789,143.535,100,1.43535,1435.35
sm_tn7,1.36,150.909,100,1.50909,1509.09
sm_tn7,0.561,3.088,100,0.03088,30.88
sm_tn7,1.558,58.376,100,0.58376,583.76
sm_tn7,1.113,92.519,100,0.92519,925.19
sm_tn7,1.27,70.747,100,0.70747,707.47
sm_tn7,0.75,3.473,100,0.03473,34.73
sm_tn7,0.824,110.47,100,1.1047,1104.7
sm_tn7,1.162,56.546,100,0.56546,565.46
sm_tn7,0.998,75.504,100,0.75504,755.04
sm_tn7,1.583,67.635,100,0.67635,676.35
sm_tn7,0.841,69.167,100,0.69167,691.67
sm_tn7,1.905,53.095,100,0.53095,530.95
sm_tn7,0.791,63.229,100,0.63229,632.29
sm_tn7,0.857,107.548,100,1.07548,1075.48
sm_tn7,1.146,99.281,100,0.99281,992.81
sm_tn7,1.501,159.148,100,1.59148,1591.48
sm_tn7,1.822,27.629,100,0.27629,276.29
sm_tn7,1.286,62.673,100,0.62673,626.73
sm_tn7,1.253,23.263,100,0.23263,232.63
sm_tn7,1.253,57.671,100,0.57671,576.71
sm_tn7,0.948,59.139,100,0.59139,591.39
sm_tn7,1.393,66.627,100,0.66627,666.27
sm_tn7,1.228,24.631,100,0.24631,246.31
sm_tn7,1.501,66.725,100,0.66725,667.25
sm_tn7,1.212,86.741,100,0.86741,867.41
sm_tn7,1.261,74.039,100,0.74039,740.39
sm_tn7,1.113,55.726,100,0.55726,557.26
sm_tn7,1.435,137.787,100,1.37787,1377.87
sm_tn7,1.245,121.755,100,1.21755,1217.55
sm_tn7,1.113,28.119,100,0.28119,281.19
sm_tn7,1.74,77.886,100,0.77886,778.86
sm_tn7,1.171,29.866,100,0.29866,298.66
sm_tn7,1.657,83.891,100,0.83891,838.91
sm_tn7,1.756,106.103,100,1.06103,1061.03
sm_tn7,1.542,108.663,100,1.08663,1086.63
sm_tn7,1.534,91.634,100,0.91634,916.34
sm_tn7,2.449,79.273,100,0.79273,792.73
sm_tn7,1.443,51.44,100,0.5144,514.4
sm_tn7,1.146,50.007,100,0.50007,500.07
sm_tn7,0.734,60.079,100,0.60079,600.79
sm_tn7,1.27,43.864,100,0.43864,438.64
sm_tn7,1.08,74.008,100,0.74008,740.08
sp_pMRE,1.031,96.984,50,1.93968,1939.68
sp_pMRE,1.179,60.573,50,1.21146,1211.46
sp_pMRE,0.767,48.473,50,0.96946,969.46
sp_pMRE,1.228,74.852,50,1.49704,1497.04
sp_pMRE,1.756,45.113,50,0.90226,902.26
sp_pMRE,1.591,88.534,50,1.77068,1770.68
sp_pMRE,1.08,86.206,50,1.72412,1724.12
sp_pMRE,1.228,59.43,50,1.1886,1188.6
sp_pMRE,1.74,116.204,50,2.32408,2324.08
sp_pMRE,1.451,115.244,50,2.30488,2304.88
sp_pMRE,1.187,68.347,50,1.36694,1366.94
sp_pMRE,1.476,54.408,50,1.08816,1088.16
sp_pMRE,0.956,80.595,50,1.6119,1611.9
sp_pMRE,1.459,76.062,50,1.52124,1521.24
sp_pMRE,1.154,53.436,50,1.06872,1068.72
sp_pMRE,1.476,40.788,50,0.81576,815.76
sp_pMRE,0.544,59.061,50,1.18122,1181.22
sp_pMRE,1.261,1.294,50,0.02588,25.88
sp_pMRE,2.119,94.16,50,1.8832,1883.2
sp_pMRE,1.072,57.377,50,1.14754,1147.54
sp_pMRE,1.014,22.829,50,0.45658,456.58
sp_pMRE,1.204,29.185,50,0.5837,583.7
sp_pMRE,1.278,29.09,50,0.5818,581.8
sp_pMRE,1.154,53.736,50,1.07472,1074.72
sp_pMRE,1.336,53.944,50,1.07888,1078.88
sp_pMRE,1.195,48.779,50,0.97558,975.58
sp_pMRE,1.031,51.408,50,1.02816,1028.16
sp_pMRE,1.245,66.066,50,1.32132,1321.32
sp_pMRE,0.816,57.01,50,1.1402,1140.2
sp_pMRE,0.791,33.438,50,0.66876,668.76
sp_pMRE,1.385,63.762,50,1.27524,1275.24
sp_pMRE,1.22,71.615,50,1.4323,1432.3
sp_pMRE,1.022,48.29,50,0.9658,965.8
sp_pMRE,1.064,21.357,50,0.42714,427.14
sp_pMRE,1.179,89.217,50,1.78434,1784.34
sp_pMRE,2.012,41.93,50,0.8386,838.6
sp_pMRE,1.393,36.645,50,0.7329,732.9
sp_pMRE,1.525,58.557,50,1.17114,1171.14
sp_pMRE,1.575,80.717,50,1.61434,1614.34
sp_pMRE,1.031,24,50,0.48,480
sp_pMRE,0.973,37.822,50,0.75644,756.44
sp_pMRE,0.998,40.041,50,0.80082,800.82
sp_pMRE,1.088,39.235,50,0.7847,784.7
sp_pMRE,0.808,51.122,50,1.02244,1022.44
sp_pMRE,0.75,23.912,50,0.47824,478.24
sp_pMRE,0.511,2.129,50,0.04258,42.58
sp_pMRE,0.948,76.53,50,1.5306,1530.6
sp_pMRE,1.179,63.657,50,1.27314,1273.14
sp_pMRE,1.41,103.392,50,2.06784,2067.84
sp_pMRE,1.014,66.894,50,1.33788,1337.88
sp_pMRE,1.336,29.494,50,0.58988,589.88
sp_pMRE,1.047,83.126,50,1.66252,1662.52
sp_pMRE,1.121,27.588,50,0.55176,551.76
sp_pMRE,1.888,92.345,50,1.8469,1846.9
sp_pMRE,0.857,49.394,50,0.98788,987.88
sp_pMRE,1.228,53.161,50,1.06322,1063.22
sp_pMRE,1.74,38.379,50,0.76758,767.58
sp_pMRE,1.278,77.11,50,1.5422,1542.2
sp_pMRE,0.569,8.71,50,0.1742,174.2
sp_pMRE,1.27,46.416,50,0.92832,928.32
sp_pMRE,1.204,80.315,50,1.6063,1606.3
sp_pMRE,1.253,41.816,50,0.83632,836.32
sp_pMRE,1.896,87.457,50,1.74914,1749.14
sp_pMRE,0.932,57.204,50,1.14408,1144.08
sp_pMRE,0.585,45.521,50,0.91042,910.42
sp_pMRE,1.064,49.07,50,0.9814,981.4
sp_pMRE,1.047,47.15,50,0.943,943
sp_pMRE,1.113,33.963,50,0.67926,679.26
sp_pMRE,1.204,17.952,50,0.35904,359.04
sp_pMRE,1.344,35.086,50,0.70172,701.72
sp_pMRE,1.707,59.754,50,1.19508,1195.08
sp_pMRE,1.261,60.745,50,1.2149,1214.9
sp_pMRE,1.204,58.747,50,1.17494,1174.94
sp_pMRE,1.352,29.555,50,0.5911,591.1
sp_pMRE,0.932,14.053,50,0.28106,281.06
sp_pMRE,0.998,30.76,50,0.6152,615.2
sp_pMRE,1.789,58.654,50,1.17308,1173.08
sp_pMRE,1.261,40.974,50,0.81948,819.48
sp_pMRE,0.989,58.267,50,1.16534,1165.34
sp_pMRE,1.146,26.381,50,0.52762,527.62
sp_pMRE,0.956,65.905,50,1.3181,1318.1
sp_pMRE,0.849,48.544,50,0.97088,970.88
sp_pMRE,0.948,37.191,50,0.74382,743.82
sp_pMRE,1.08,57.588,50,1.15176,1151.76
sp_pMRE,1.237,43.187,50,0.86374,863.74
sp_pMRE,1.113,101.289,50,2.02578,2025.78
sp_pMRE,1.36,40.679,50,0.81358,813.58
sp_pMRE,1.344,91.294,50,1.82588,1825.88
sp_pMRE,1.294,28.65,50,0.573,573
sp_pMRE,0.824,27.24,50,0.5448,544.8
sp_tn5,0.907,76.791,200,0.383955,383.955
sp_tn5,1.327,152.118,200,0.76059,760.59
sp_tn5,1.542,85.513,200,0.427565,427.565
sp_tn5,1.154,163.257,200,0.816285,816.285
sp_tn5,0.734,41.404,200,0.20702,207.02
sp_tn5,0.874,80.113,200,0.400565,400.565
sp_tn5,1.146,83.05,200,0.41525,415.25
sp_tn5,0.8,57.918,200,0.28959,289.59
sp_tn5,0.8,83.639,200,0.418195,418.195
sp_tn5,0.676,42.012,200,0.21006,210.06
sp_tn5,1.311,133.824,200,0.66912,669.12
sp_tn5,1.435,110.172,200,0.55086,550.86
sp_tn5,1.426,74.243,200,0.371215,371.215
sp_tn5,0.923,69.188,200,0.34594,345.94
sp_tn5,1.245,137.848,200,0.68924,689.24
sp_tn5,1.336,147.846,200,0.73923,739.23
sp_tn5,1.179,68.93,200,0.34465,344.65
sp_tn5,1.855,74.013,200,0.370065,370.065
sp_tn5,0.783,103.368,200,0.51684,516.84
sp_tn5,0.965,91.855,200,0.459275,459.275
sp_tn5,1.031,64.16,200,0.3208,320.8
sp_tn5,0.8,29.608,200,0.14804,148.04
sp_tn5,1.476,106.168,200,0.53084,530.84
sp_tn5,1.402,68.641,200,0.343205,343.205
sp_tn5,1.311,76.704,200,0.38352,383.52
sp_tn5,1.031,69.944,200,0.34972,349.72
sp_tn5,1.245,57.046,200,0.28523,285.23
sp_tn5,1.13,86.117,200,0.430585,430.585
sp_tn5,1.121,68.838,200,0.34419,344.19
sp_tn5,1.237,99.6,200,0.498,498
sp_tn5,1.261,79.66,200,0.3983,398.3
sp_tn5,1.245,49.662,200,0.24831,248.31
sp_tn5,1.583,82.536,200,0.41268,412.68
sp_tn5,1.13,48.715,200,0.243575,243.575
sp_tn5,1.682,103.132,200,0.51566,515.66
sp_tn5,1.187,102.938,200,0.51469,514.69
sp_tn5,1.715,73.899,200,0.369495,369.495
sp_tn5,0.956,102.716,200,0.51358,513.58
sp_tn5,2.111,53.035,200,0.265175,265.175
sp_tn5,1.154,116.471,200,0.582355,582.355
sp_tn5,0.89,20.296,200,0.10148,101.48
sp_tn5,1.105,34.933,200,0.174665,174.665
sp_tn5,1.748,69.354,200,0.34677,346.77
sp_tn5,1.764,45.71,200,0.22855,228.55
sp_tn5,1.344,12.086,200,0.06043,60.43
sp_tn5,1.006,57.656,200,0.28828,288.28
sp_tn5,1.344,34.049,200,0.170245,170.245
sp_tn5,1.641,49.055,200,0.245275,245.275
sp_tn5,1.962,35.109,200,0.175545,175.545
sp_tn5,2.3,26.029,200,0.130145,130.145
sp_tn5,1.13,55.54,200,0.2777,277.7
sp_tn5,0.668,3.012,200,0.01506,15.06
sp_tn5,1.27,85.481,200,0.427405,427.405
sp_tn5,1.459,65.802,200,0.32901,329.01
sp_tn5,1.162,62.73,200,0.31365,313.65
sp_tn5,1.228,115.691,200,0.578455,578.455
sp_tn5,1.171,74.761,200,0.373805,373.805
sp_tn5,1.162,65.199,200,0.325995,325.995
sp_tn5,1.781,117.171,200,0.585855,585.855
sp_tn5,2.168,51.144,200,0.25572,255.72
sp_tn5,0.726,80.727,200,0.403635,403.635
sp_tn5,1.352,64.067,200,0.320335,320.335
sp_tn5,1.599,79.804,200,0.39902,399.02
sp_tn5,0.833,71.129,200,0.355645,355.645
sp_tn5,1.097,39.82,200,0.1991,199.1
sp_tn5,1.212,145.952,200,0.72976,729.76
sp_tn5,1.36,100.903,200,0.504515,504.515
sp_tn5,1.154,63.193,200,0.315965,315.965
sp_tn5,1.072,110.062,200,0.55031,550.31
sp_tn5,1.698,58.01,200,0.29005,290.05
sp_tn5,1.245,95.411,200,0.477055,477.055
sp_tn5,1.179,14.427,200,0.072135,72.135
sp_tn5,1.674,44.483,200,0.222415,222.415
sp_tn5,2.028,33.748,200,0.16874,168.74
sp_tn5,1.105,23.239,200,0.116195,116.195
sp_tn5,0.998,20.091,200,0.100455,100.455
sp_tn5,1.228,15.765,200,0.078825,78.825
sp_tn5,1.047,18.843,200,0.094215,94.215
sp_tn5,0.833,69.059,200,0.345295,345.295
sp_tn5,0.882,75.159,200,0.375795,375.795
sp_tn5,1.039,18.516,200,0.09258,92.58
sp_tn5,1.426,142.514,200,0.71257,712.57
sp_tn5,1.352,48.884,200,0.24442,244.42
sp_tn5,1.393,55.201,200,0.276005,276.005
sp_tn5,0.816,15.949,200,0.079745,79.745
sp_tn5,1.905,55.039,200,0.275195,275.195
sp_tn5,1.055,72.734,200,0.36367,363.67
sp_tn5,1.418,29.36,200,0.1468,146.8
sp_tn5,0.948,70.443,200,0.352215,352.215
sp_tn5,1.08,18.656,200,0.09328,93.28
sp_tn5,1.303,109.354,200,0.54677,546.77
sp_tn5,0.874,79.302,200,0.39651,396.51
sp_tn5,1.987,70.207,200,0.351035,351.035
sp_tn5,1.509,107,200,0.535,535
sp_tn5,1.632,52.51,200,0.26255,262.55
sp_tn5,1.36,50.412,200,0.25206,252.06
sp_tn5,0.536,3.169,200,0.015845,15.845
sp_tn5,1.146,107.799,200,0.538995,538.995
sp_tn5,1.253,61.513,200,0.307565,307.565
sp_tn5,1.245,69.146,200,0.34573,345.73
sp_tn5,1.426,82.341,200,0.411705,411.705
sp_tn5,1.022,54.581,200,0.272905,272.905
sp_tn5,1.006,93.533,200,0.467665,467.665
sp_tn5,0.89,98.694,200,0.49347,493.47
